IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.226.15,8880,8880,FALSE,SIN,Asia Pacific,Singapore,2,7.17
8.219.241.189,8880,8880,FALSE,SIN,Asia Pacific,Singapore,8,7.17
47.236.71.226,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,7.17
47.245.32.215,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,234,7.17
8.209.246.24,80,80,FALSE,NRT,Asia Pacific,Tokyo,72,7.16
8.222.214.231,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,7.16
8.219.102.252,2082,2082,FALSE,SIN,Asia Pacific,Singapore,21,7.16
8.210.117.18,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,70,7.16
8.218.11.90,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,45,7.16
8.219.213.133,2053,2053,TRUE,SIN,Asia Pacific,Singapore,113,7.16
47.245.37.41,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,83,7.16
8.219.63.193,2082,2082,FALSE,SIN,Asia Pacific,Singapore,43,7.16
8.219.251.81,8443,8443,TRUE,SIN,Asia Pacific,Singapore,127,7.16
8.219.236.8,2086,2086,FALSE,SIN,Asia Pacific,Singapore,8,7.15
47.74.5.233,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,190,7.15
8.219.72.50,2096,2096,TRUE,SIN,Asia Pacific,Singapore,112,7.15
8.218.3.12,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,39,7.15
8.219.86.200,2052,2052,FALSE,SIN,Asia Pacific,Singapore,20,7.15
47.74.21.4,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,237,7.15
8.219.124.227,2096,2096,TRUE,SIN,Asia Pacific,Singapore,68,7.15
47.74.15.120,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,99,7.15
8.219.140.63,8080,8080,FALSE,SIN,Asia Pacific,Singapore,12,7.15
8.219.103.57,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,7.15
47.91.2.165,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,87,7.14
8.219.1.92,2096,2096,TRUE,SIN,Asia Pacific,Singapore,126,7.14
47.245.54.58,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,87,7.14
47.236.19.51,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,7.13
47.236.15.73,2096,2096,TRUE,SIN,Asia Pacific,Singapore,96,7.13
8.219.141.174,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,7.13
8.222.188.56,2095,2095,FALSE,SIN,Asia Pacific,Singapore,2,7.13
47.74.11.251,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,83,7.13
47.74.34.162,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,85,7.13
47.91.17.102,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,107,7.13
8.222.223.34,443,443,TRUE,SIN,Asia Pacific,Singapore,89,7.12
8.219.210.93,8443,8443,TRUE,SIN,Asia Pacific,Singapore,158,7.12
8.217.251.62,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,66,7.12
8.219.103.126,2087,2087,TRUE,SIN,Asia Pacific,Singapore,86,7.12
8.219.250.239,443,443,TRUE,SIN,Asia Pacific,Singapore,113,7.12
8.219.210.226,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,7.12
47.236.116.26,2053,2053,TRUE,SIN,Asia Pacific,Singapore,111,7.12
47.236.7.246,80,80,FALSE,SIN,Asia Pacific,Singapore,18,7.12
47.245.52.153,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,148,7.11
47.74.52.188,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,80,7.11
47.236.116.26,2087,2087,TRUE,SIN,Asia Pacific,Singapore,96,7.11
47.74.45.143,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,79,7.11
8.218.8.142,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,51,7.11
8.219.201.8,8880,8880,FALSE,SIN,Asia Pacific,Singapore,20,7.11
47.91.16.214,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,81,7.11
47.236.116.26,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,7.11
47.91.10.241,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,81,7.1
47.74.54.145,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,152,7.1
47.245.33.158,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,78,7.09
47.74.13.66,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,97,7.09
47.245.59.188,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,97,7.09
8.219.236.8,2052,2052,FALSE,SIN,Asia Pacific,Singapore,35,7.09
8.219.173.239,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,7.09
47.74.12.139,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,170,7.09
47.236.11.68,2086,2086,FALSE,SIN,Asia Pacific,Singapore,29,7.09
47.236.116.182,2082,2082,FALSE,SIN,Asia Pacific,Singapore,23,7.08
47.245.38.233,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,90,7.08
8.219.249.38,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,7.07
47.245.59.243,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,194,7.07
47.245.58.250,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,84,7.07
8.209.252.13,80,80,FALSE,NRT,Asia Pacific,Tokyo,85,7.07
47.74.52.104,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,125,7.07
8.219.173.239,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,7.07
8.219.213.133,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,7.07
8.219.40.37,8443,8443,TRUE,SIN,Asia Pacific,Singapore,111,7.07
8.219.140.229,80,80,FALSE,SIN,Asia Pacific,Singapore,16,7.07
47.74.21.4,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,89,7.06
47.245.40.55,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,170,7.06
47.74.16.67,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,238,7.06
8.219.253.18,8443,8443,TRUE,SIN,Asia Pacific,Singapore,137,7.05
47.236.180.51,2087,2087,TRUE,SIN,Asia Pacific,Singapore,214,7.05
8.219.228.157,2053,2053,TRUE,SIN,Asia Pacific,Singapore,117,7.05
47.74.34.162,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,86,7.05
8.219.233.6,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,7.04
47.236.99.131,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,7.04
47.236.94.113,2096,2096,TRUE,SIN,Asia Pacific,Singapore,68,7.04
8.219.238.145,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,7.04
47.74.34.140,80,80,FALSE,HKG,Asia Pacific,Hong Kong,157,7.04
47.74.34.140,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,171,7.04
47.74.37.50,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,80,7.04
47.74.5.99,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,303,7.04
8.219.241.189,8443,8443,TRUE,SIN,Asia Pacific,Singapore,99,7.04
47.74.43.24,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,133,7.04
47.74.46.84,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,140,7.04
8.222.193.65,2083,2083,TRUE,SIN,Asia Pacific,Singapore,178,7.04
8.219.222.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,196,7.04
8.219.196.117,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,7.03
47.242.234.127,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,75,7.03
47.245.55.94,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,184,7.03
47.74.42.17,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,85,7.03
47.245.37.94,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,77,7.03
47.245.33.158,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,83,7.03
8.219.195.47,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,7.03
47.236.116.182,2096,2096,TRUE,SIN,Asia Pacific,Singapore,129,7.03
47.245.4.22,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,172,7.03
8.219.213.133,2083,2083,TRUE,SIN,Asia Pacific,Singapore,146,7.02
8.219.103.126,2083,2083,TRUE,SIN,Asia Pacific,Singapore,102,7.02
8.219.184.92,2087,2087,TRUE,SIN,Asia Pacific,Singapore,121,7.02
47.245.39.28,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,154,7.02
47.236.99.131,80,80,FALSE,SIN,Asia Pacific,Singapore,50,7.02
8.219.156.148,8443,8443,TRUE,SIN,Asia Pacific,Singapore,58,7.02
8.219.103.57,2087,2087,TRUE,SIN,Asia Pacific,Singapore,47,7.02
47.74.34.135,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,79,7.02
47.245.54.98,80,80,FALSE,NRT,Asia Pacific,Tokyo,98,7.02
47.245.53.50,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,83,7.01
8.219.215.214,2083,2083,TRUE,SIN,Asia Pacific,Singapore,173,7.01
47.236.97.254,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,7.01
8.219.213.133,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,7.01
47.236.117.48,8080,8080,FALSE,SIN,Asia Pacific,Singapore,20,7.01
47.245.37.12,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,86,7.01
8.219.72.50,2053,2053,TRUE,SIN,Asia Pacific,Singapore,73,7.01
47.245.126.151,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,7
47.74.27.94,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,72,7
47.236.87.206,443,443,TRUE,SIN,Asia Pacific,Singapore,53,7
47.74.40.13,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,164,7
8.219.242.208,2053,2053,TRUE,SIN,Asia Pacific,Singapore,150,7
47.245.53.101,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,107,7
8.219.113.232,2052,2052,FALSE,SIN,Asia Pacific,Singapore,19,7
8.209.243.99,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,74,7
8.210.65.1,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,36,7
8.222.128.131,443,443,TRUE,SIN,Asia Pacific,Singapore,92,7
47.74.34.73,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,256,7
47.245.33.56,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,94,7
8.218.174.118,443,443,TRUE,HKG,Asia Pacific,Hong Kong,63,7
8.217.207.60,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,80,7
47.245.40.55,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,172,7
8.219.188.162,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,6.99
47.74.52.188,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,90,6.99
47.245.10.77,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,182,6.99
8.219.13.143,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,6.99
8.219.106.156,80,80,FALSE,SIN,Asia Pacific,Singapore,9,6.99
8.219.228.193,2083,2083,TRUE,SIN,Asia Pacific,Singapore,101,6.99
8.222.255.15,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,6.99
8.219.42.72,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,6.98
8.210.107.246,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,49,6.98
8.218.156.91,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,44,6.98
47.236.144.208,8443,8443,TRUE,SIN,Asia Pacific,Singapore,50,6.98
8.222.221.109,8880,8880,FALSE,SIN,Asia Pacific,Singapore,14,6.98
8.219.170.232,2087,2087,TRUE,SIN,Asia Pacific,Singapore,109,6.97
47.245.33.158,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,90,6.97
8.219.255.171,2053,2053,TRUE,SIN,Asia Pacific,Singapore,146,6.97
47.91.25.66,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,129,6.97
47.74.16.67,80,80,FALSE,NRT,Asia Pacific,Tokyo,80,6.96
47.245.6.9,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,243,6.96
8.219.60.68,8080,8080,FALSE,SIN,Asia Pacific,Singapore,6,6.96
47.236.173.200,2052,2052,FALSE,SIN,Asia Pacific,Singapore,19,6.96
47.245.11.62,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,199,6.96
47.91.16.214,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,182,6.96
47.91.19.249,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,123,6.96
8.219.238.145,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,6.96
8.219.201.174,8880,8880,FALSE,SIN,Asia Pacific,Singapore,22,6.96
8.209.240.229,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,97,6.96
47.74.39.194,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,115,6.95
47.74.16.67,80,80,FALSE,NRT,Asia Pacific,Tokyo,84,6.95
47.236.145.85,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,6.95
47.76.146.1,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,68,6.95
8.219.103.65,2083,2083,TRUE,SIN,Asia Pacific,Singapore,71,6.95
47.236.116.26,2083,2083,TRUE,SIN,Asia Pacific,Singapore,86,6.95
8.222.167.8,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,6.95
47.245.118.197,8443,8443,TRUE,SIN,Asia Pacific,Singapore,89,6.95
8.219.13.143,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,6.94
47.74.34.135,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,81,6.94
47.74.34.162,80,80,FALSE,NRT,Asia Pacific,Tokyo,68,6.94
47.91.19.249,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,77,6.94
8.219.75.44,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,6.94
8.210.174.156,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,52,6.94
47.74.40.13,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,80,6.94
8.218.18.235,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,53,6.93
47.245.37.29,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,111,6.93
8.222.219.34,2087,2087,TRUE,SIN,Asia Pacific,Singapore,162,6.93
47.236.7.206,2086,2086,FALSE,SIN,Asia Pacific,Singapore,40,6.93
8.219.213.84,2086,2086,FALSE,SIN,Asia Pacific,Singapore,26,6.93
47.74.43.95,80,80,FALSE,NRT,Asia Pacific,Tokyo,79,6.92
47.74.54.145,80,80,FALSE,NRT,Asia Pacific,Tokyo,106,6.92
8.222.202.163,80,80,FALSE,SIN,Asia Pacific,Singapore,11,6.92
8.218.126.53,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,80,6.92
8.222.212.172,2087,2087,TRUE,SIN,Asia Pacific,Singapore,135,6.92
47.236.97.111,2087,2087,TRUE,SIN,Asia Pacific,Singapore,55,6.92
8.219.121.24,2095,2095,FALSE,SIN,Asia Pacific,Singapore,31,6.92
47.74.11.251,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,86,6.92
47.74.34.162,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,91,6.92
8.219.63.193,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,6.92
8.219.93.85,2087,2087,TRUE,SIN,Asia Pacific,Singapore,107,6.91
8.222.214.231,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,6.91
8.210.146.108,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,63,6.91
8.219.185.191,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,6.91
47.76.33.40,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,43,6.91
47.74.26.196,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,386,6.91
8.219.75.44,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,6.91
47.245.37.12,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,183,6.91
47.74.5.150,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,295,6.9
8.219.178.101,2096,2096,TRUE,SIN,Asia Pacific,Singapore,110,6.9
8.219.102.252,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,6.9
47.74.13.200,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,93,6.9
8.219.228.157,2087,2087,TRUE,SIN,Asia Pacific,Singapore,116,6.9
47.245.57.109,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,170,6.89
47.236.97.111,2083,2083,TRUE,SIN,Asia Pacific,Singapore,44,6.89
8.222.134.170,2096,2096,TRUE,SIN,Asia Pacific,Singapore,132,6.89
8.217.85.14,443,443,TRUE,HKG,Asia Pacific,Hong Kong,89,6.89
8.219.86.200,8443,8443,TRUE,SIN,Asia Pacific,Singapore,92,6.89
47.74.15.120,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,220,6.89
47.236.87.206,2052,2052,FALSE,SIN,Asia Pacific,Singapore,46,6.89
47.245.14.160,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,176,6.89
47.74.15.80,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,215,6.89
47.245.52.153,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,203,6.89
47.74.39.194,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,94,6.89
47.74.14.85,80,80,FALSE,NRT,Asia Pacific,Tokyo,70,6.88
47.245.41.84,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,246,6.88
8.219.73.188,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,6.88
8.219.0.162,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,6.87
47.236.11.84,8080,8080,FALSE,SIN,Asia Pacific,Singapore,8,6.87
47.236.104.11,8080,8080,FALSE,SIN,Asia Pacific,Singapore,35,6.87
47.245.59.244,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,205,6.87
47.236.7.246,2083,2083,TRUE,SIN,Asia Pacific,Singapore,94,6.87
47.245.59.243,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,158,6.87
47.236.65.232,8880,8880,FALSE,SIN,Asia Pacific,Singapore,17,6.87
8.209.252.13,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,75,6.87
8.219.140.229,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,6.86
8.219.240.141,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,6.86
47.236.169.164,80,80,FALSE,SIN,Asia Pacific,Singapore,31,6.86
8.219.173.233,2052,2052,FALSE,SIN,Asia Pacific,Singapore,17,6.86
8.219.188.162,2083,2083,TRUE,SIN,Asia Pacific,Singapore,163,6.86
47.245.105.224,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,6.86
47.245.55.99,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,203,6.86
8.217.221.165,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,49,6.86
47.245.107.174,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,6.85
47.74.43.24,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,103,6.85
47.245.114.163,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,6.85
47.74.9.174,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,73,6.85
8.222.128.131,2083,2083,TRUE,SIN,Asia Pacific,Singapore,64,6.85
8.219.202.130,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,6.84
8.217.239.116,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,51,6.84
47.74.14.85,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,77,6.84
47.74.35.109,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,273,6.84
8.219.242.208,2082,2082,FALSE,SIN,Asia Pacific,Singapore,3,6.84
47.236.83.196,2096,2096,TRUE,SIN,Asia Pacific,Singapore,79,6.83
47.236.12.73,2087,2087,TRUE,SIN,Asia Pacific,Singapore,67,6.83
47.236.19.51,8880,8880,FALSE,SIN,Asia Pacific,Singapore,12,6.83
8.219.228.157,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,6.83
47.245.118.197,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,6.83
47.245.118.197,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,6.83
47.236.7.13,80,80,FALSE,SIN,Asia Pacific,Singapore,16,6.83
8.222.212.219,2082,2082,FALSE,SIN,Asia Pacific,Singapore,3,6.83
8.219.208.69,2083,2083,TRUE,SIN,Asia Pacific,Singapore,99,6.83
47.245.53.50,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,210,6.83
8.222.128.131,80,80,FALSE,SIN,Asia Pacific,Singapore,4,6.83
47.74.46.84,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,149,6.82
8.219.167.113,8443,8443,TRUE,SIN,Asia Pacific,Singapore,124,6.82
8.219.242.208,2096,2096,TRUE,SIN,Asia Pacific,Singapore,64,6.82
47.245.33.158,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,98,6.82
47.245.56.121,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,86,6.82
8.219.60.54,8443,8443,TRUE,SIN,Asia Pacific,Singapore,97,6.82
47.74.34.73,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,95,6.82
8.219.115.215,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,6.82
8.219.55.31,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,97,6.81
8.219.98.13,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,6.81
8.219.66.156,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,86,6.81
47.236.172.41,2053,2053,TRUE,SIN,Asia Pacific,Singapore,176,6.81
8.219.12.152,80,80,FALSE,SIN,Asia Pacific,Singapore,11,6.8
8.219.56.205,2082,2082,FALSE,SIN,Asia Pacific,Singapore,7,6.8
47.236.21.51,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,6.8
47.245.11.108,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,100,6.8
47.74.52.188,80,80,FALSE,NRT,Asia Pacific,Tokyo,88,6.8
8.219.241.189,2053,2053,TRUE,SIN,Asia Pacific,Singapore,51,6.8
8.219.193.202,2082,2082,FALSE,SIN,Asia Pacific,Singapore,56,6.79
8.209.243.137,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,70,6.79
47.74.49.62,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,120,6.79
8.219.67.133,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,6.79
8.219.60.54,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,6.79
47.245.52.240,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,99,6.79
47.245.108.213,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,6.79
8.219.248.170,2082,2082,FALSE,SIN,Asia Pacific,Singapore,6,6.79
47.245.54.140,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,84,6.79
47.74.0.183,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,87,6.79
8.209.241.128,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,110,6.79
47.236.172.95,2053,2053,TRUE,SIN,Asia Pacific,Singapore,194,6.78
8.210.250.120,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,40,6.78
47.76.37.57,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,60,6.78
8.222.164.209,2053,2053,TRUE,SIN,Asia Pacific,Singapore,64,6.78
47.74.6.16,80,80,FALSE,NRT,Asia Pacific,Tokyo,73,6.77
47.236.119.253,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,6.77
8.218.156.91,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,36,6.77
8.218.22.210,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,85,6.76
8.219.170.58,8443,8443,TRUE,SIN,Asia Pacific,Singapore,83,6.76
47.245.59.244,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,218,6.76
47.236.7.13,2052,2052,FALSE,SIN,Asia Pacific,Singapore,19,6.76
8.222.215.228,80,80,FALSE,SIN,Asia Pacific,Singapore,8,6.76
8.219.51.211,8443,8443,TRUE,SIN,Asia Pacific,Singapore,59,6.76
47.236.23.135,8080,8080,FALSE,SIN,Asia Pacific,Singapore,22,6.76
47.74.26.131,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,124,6.76
47.245.12.38,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,186,6.76
8.219.200.145,8443,8443,TRUE,SIN,Asia Pacific,Singapore,154,6.75
47.236.94.109,2095,2095,FALSE,SIN,Asia Pacific,Singapore,34,6.75
8.210.66.190,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,39,6.75
8.219.194.170,8880,8880,FALSE,SIN,Asia Pacific,Singapore,20,6.75
47.74.5.233,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,231,6.75
47.245.55.94,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,161,6.75
47.74.12.139,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,94,6.75
8.218.11.90,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,45,6.75
47.245.29.64,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,241,6.75
47.91.19.249,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,94,6.74
47.236.171.205,8880,8880,FALSE,SIN,Asia Pacific,Singapore,24,6.74
47.236.104.98,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,6.74
8.219.195.47,8443,8443,TRUE,SIN,Asia Pacific,Singapore,101,6.74
47.245.28.255,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,225,6.74
47.245.58.250,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,150,6.74
47.236.106.37,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,6.74
8.219.73.21,2087,2087,TRUE,SIN,Asia Pacific,Singapore,85,6.74
8.222.193.208,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,6.73
8.219.142.191,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,6.73
8.217.250.222,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,85,6.73
8.219.84.214,2096,2096,TRUE,SIN,Asia Pacific,Singapore,56,6.73
47.236.93.176,2053,2053,TRUE,SIN,Asia Pacific,Singapore,113,6.73
8.219.111.147,2096,2096,TRUE,SIN,Asia Pacific,Singapore,83,6.73
8.219.4.122,2083,2083,TRUE,SIN,Asia Pacific,Singapore,154,6.73
8.219.170.58,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,6.73
47.74.40.13,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,129,6.73
47.236.172.41,80,80,FALSE,SIN,Asia Pacific,Singapore,33,6.73
47.236.97.111,8443,8443,TRUE,SIN,Asia Pacific,Singapore,78,6.72
8.222.212.219,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,6.72
8.219.93.5,2087,2087,TRUE,SIN,Asia Pacific,Singapore,138,6.72
8.209.252.13,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,110,6.72
47.245.56.121,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,99,6.72
8.209.246.24,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,73,6.72
8.219.249.38,2083,2083,TRUE,SIN,Asia Pacific,Singapore,174,6.72
8.219.60.68,443,443,TRUE,SIN,Asia Pacific,Singapore,80,6.72
