IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.3.2,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,200,11.28
8.218.204.128,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,65,11.28
8.219.86.200,8880,8880,FALSE,SIN,Asia Pacific,Singapore,52,11.28
8.219.58.64,2095,2095,FALSE,SIN,Asia Pacific,Singapore,31,11.28
8.219.101.72,2096,2096,TRUE,SIN,Asia Pacific,Singapore,66,11.28
47.74.41.136,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,87,11.28
47.74.5.233,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,211,11.28
47.236.104.98,2086,2086,FALSE,SIN,Asia Pacific,Singapore,38,11.27
47.245.113.117,2096,2096,TRUE,SIN,Asia Pacific,Singapore,179,11.27
47.236.15.73,2083,2083,TRUE,SIN,Asia Pacific,Singapore,108,11.26
47.245.33.56,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,227,11.26
8.219.198.34,8443,8443,TRUE,SIN,Asia Pacific,Singapore,154,11.26
47.245.15.39,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,113,11.26
8.222.209.223,2053,2053,TRUE,SIN,Asia Pacific,Singapore,86,11.26
47.245.55.94,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,93,11.26
47.245.57.109,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,85,11.26
47.236.4.129,80,80,FALSE,SIN,Asia Pacific,Singapore,14,11.26
8.219.93.85,2096,2096,TRUE,SIN,Asia Pacific,Singapore,69,11.26
8.219.197.111,2052,2052,FALSE,SIN,Asia Pacific,Singapore,8,11.26
8.219.77.222,2087,2087,TRUE,SIN,Asia Pacific,Singapore,101,11.25
8.219.195.47,2083,2083,TRUE,SIN,Asia Pacific,Singapore,114,11.25
8.219.122.96,443,443,TRUE,SIN,Asia Pacific,Singapore,141,11.25
8.219.170.232,80,80,FALSE,SIN,Asia Pacific,Singapore,23,11.25
47.236.76.199,2086,2086,FALSE,SIN,Asia Pacific,Singapore,28,11.25
47.74.43.95,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,125,11.25
47.74.52.104,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,186,11.25
47.74.13.94,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,133,11.24
8.219.60.54,8880,8880,FALSE,SIN,Asia Pacific,Singapore,45,11.24
8.219.253.114,8443,8443,TRUE,SIN,Asia Pacific,Singapore,102,11.24
47.74.5.99,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,84,11.24
8.219.206.53,2053,2053,TRUE,SIN,Asia Pacific,Singapore,94,11.24
47.245.102.156,2083,2083,TRUE,SIN,Asia Pacific,Singapore,79,11.23
8.219.73.21,2087,2087,TRUE,SIN,Asia Pacific,Singapore,174,11.23
8.219.248.47,443,443,TRUE,SIN,Asia Pacific,Singapore,68,11.23
8.219.199.220,8443,8443,TRUE,SIN,Asia Pacific,Singapore,160,11.23
47.74.11.9,80,80,FALSE,NRT,Asia Pacific,Tokyo,102,11.23
47.245.56.29,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,86,11.23
8.219.101.72,80,80,FALSE,SIN,Asia Pacific,Singapore,14,11.22
47.91.3.179,80,80,FALSE,NRT,Asia Pacific,Tokyo,74,11.22
8.219.213.133,2083,2083,TRUE,SIN,Asia Pacific,Singapore,146,11.22
47.74.26.131,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,82,11.21
47.91.31.231,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,116,11.21
8.219.249.38,8443,8443,TRUE,SIN,Asia Pacific,Singapore,129,11.21
8.222.229.102,2083,2083,TRUE,SIN,Asia Pacific,Singapore,104,11.21
47.245.3.137,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,184,11.21
8.219.73.21,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,11.2
8.219.197.111,8443,8443,TRUE,SIN,Asia Pacific,Singapore,81,11.2
47.245.10.156,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,158,11.2
8.217.251.62,80,80,FALSE,HKG,Asia Pacific,Hong Kong,39,11.2
8.219.6.157,443,443,TRUE,SIN,Asia Pacific,Singapore,92,11.2
47.245.84.155,2083,2083,TRUE,SIN,Asia Pacific,Singapore,123,11.2
47.245.58.175,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,82,11.2
8.219.197.111,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,11.2
8.219.93.5,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,11.2
47.236.163.221,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,11.2
47.74.4.47,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,162,11.19
8.209.246.24,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,94,11.19
8.219.61.52,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,11.19
47.245.34.140,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,208,11.19
8.219.5.10,2096,2096,TRUE,SIN,Asia Pacific,Singapore,47,11.19
8.219.167.65,2083,2083,TRUE,SIN,Asia Pacific,Singapore,74,11.19
8.219.0.162,2087,2087,TRUE,SIN,Asia Pacific,Singapore,27,11.19
47.245.42.162,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,90,11.19
47.245.59.244,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,193,11.19
47.245.58.175,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,89,11.19
8.222.227.191,2086,2086,FALSE,SIN,Asia Pacific,Singapore,10,11.19
47.245.113.12,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,11.18
47.236.106.37,2096,2096,TRUE,SIN,Asia Pacific,Singapore,99,11.18
8.219.100.155,2083,2083,TRUE,SIN,Asia Pacific,Singapore,153,11.18
8.219.236.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,144,11.18
47.236.166.84,2052,2052,FALSE,SIN,Asia Pacific,Singapore,407,11.18
8.219.67.133,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,11.18
47.245.37.12,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,195,11.18
47.74.15.80,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,199,11.18
47.74.54.33,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,75,11.18
8.219.103.57,2096,2096,TRUE,SIN,Asia Pacific,Singapore,117,11.18
47.236.123.133,2095,2095,FALSE,SIN,Asia Pacific,Singapore,19,11.17
47.245.62.84,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,73,11.17
47.245.8.185,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,163,11.17
8.219.188.162,2096,2096,TRUE,SIN,Asia Pacific,Singapore,141,11.17
47.245.84.124,2052,2052,FALSE,SIN,Asia Pacific,Singapore,20,11.17
8.219.210.93,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,11.17
47.245.56.50,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,192,11.17
47.245.13.93,80,80,FALSE,NRT,Asia Pacific,Tokyo,83,11.17
8.219.220.122,8443,8443,TRUE,SIN,Asia Pacific,Singapore,123,11.17
8.219.121.87,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,11.17
8.219.141.174,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,11.16
8.218.52.115,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,72,11.16
47.245.33.163,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,158,11.16
8.219.161.129,2053,2053,TRUE,SIN,Asia Pacific,Singapore,68,11.16
47.236.4.129,8080,8080,FALSE,SIN,Asia Pacific,Singapore,66,11.16
47.245.37.41,80,80,FALSE,NRT,Asia Pacific,Tokyo,84,11.15
47.236.116.208,2053,2053,TRUE,SIN,Asia Pacific,Singapore,113,11.15
47.74.0.183,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,74,11.15
47.245.118.197,2053,2053,TRUE,SIN,Asia Pacific,Singapore,36,11.15
8.222.146.222,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,11.15
8.219.167.113,2096,2096,TRUE,SIN,Asia Pacific,Singapore,109,11.15
47.74.6.16,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,146,11.15
47.91.14.47,8880,0,FALSE,NRT,Asia Pacific,Tokyo,90,11.15
8.219.217.81,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,11.15
8.219.145.245,2053,2053,TRUE,SIN,Asia Pacific,Singapore,89,11.15
8.222.212.116,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,11.14
8.219.99.169,8080,8080,FALSE,SIN,Asia Pacific,Singapore,41,11.14
47.245.9.228,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,102,11.14
47.74.16.255,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,169,11.14
8.219.201.245,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,11.14
8.219.208.69,2087,2087,TRUE,SIN,Asia Pacific,Singapore,210,11.14
8.219.215.12,8080,8080,FALSE,SIN,Asia Pacific,Singapore,22,11.14
8.218.207.169,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,109,11.14
47.74.27.211,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,86,11.14
8.222.159.252,80,80,FALSE,SIN,Asia Pacific,Singapore,12,11.13
47.245.126.151,2083,2083,TRUE,SIN,Asia Pacific,Singapore,108,11.13
47.245.9.228,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,80,11.13
47.91.3.87,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,78,11.13
47.245.42.210,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,90,11.13
8.219.206.53,80,80,FALSE,SIN,Asia Pacific,Singapore,14,11.13
47.74.9.174,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,138,11.13
8.222.193.208,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,11.13
8.222.193.65,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,11.12
47.245.42.210,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,235,11.12
47.74.54.145,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,122,11.12
47.245.37.89,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,185,11.12
47.236.144.48,2087,2087,TRUE,SIN,Asia Pacific,Singapore,63,11.12
8.222.147.203,2096,2096,TRUE,SIN,Asia Pacific,Singapore,25,11.12
47.236.65.177,2086,2086,FALSE,SIN,Asia Pacific,Singapore,30,11.12
8.219.55.31,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,124,11.12
47.236.97.111,8880,8880,FALSE,SIN,Asia Pacific,Singapore,36,11.12
8.219.82.177,2087,2087,TRUE,SIN,Asia Pacific,Singapore,64,11.12
47.242.54.157,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,73,11.12
8.219.99.169,2053,2053,TRUE,SIN,Asia Pacific,Singapore,101,11.12
8.222.164.44,2087,2087,TRUE,SIN,Asia Pacific,Singapore,157,11.11
47.245.15.39,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,219,11.11
47.236.115.54,443,443,TRUE,SIN,Asia Pacific,Singapore,76,11.11
8.219.156.148,443,443,TRUE,SIN,Asia Pacific,Singapore,76,11.1
47.236.7.206,2052,2052,FALSE,SIN,Asia Pacific,Singapore,32,11.1
47.245.59.243,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,80,11.1
47.245.37.98,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,81,11.1
8.209.241.128,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,78,11.1
47.74.40.13,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,109,11.09
47.245.108.213,8443,8443,TRUE,SIN,Asia Pacific,Singapore,32,11.09
47.236.104.11,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,11.09
8.219.72.51,2086,2086,FALSE,SIN,Asia Pacific,Singapore,13,11.09
47.74.5.233,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,81,11.09
8.219.84.102,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,11.09
8.219.235.164,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,11.08
8.222.138.164,2053,2053,TRUE,SIN,Asia Pacific,Singapore,28,11.08
47.236.7.13,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,11.08
47.236.103.153,2096,2096,TRUE,SIN,Asia Pacific,Singapore,39,11.08
8.222.221.86,443,443,TRUE,SIN,Asia Pacific,Singapore,88,11.08
47.245.55.94,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,172,11.08
47.74.34.38,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,155,11.08
47.245.11.108,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,187,11.08
47.74.6.16,80,80,FALSE,NRT,Asia Pacific,Tokyo,73,11.08
8.219.209.14,8880,8880,FALSE,SIN,Asia Pacific,Singapore,27,11.08
47.74.50.249,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,92,11.07
8.219.238.145,2087,2087,TRUE,SIN,Asia Pacific,Singapore,139,11.07
8.219.206.180,443,443,TRUE,SIN,Asia Pacific,Singapore,264,11.07
47.236.174.206,2083,2083,TRUE,SIN,Asia Pacific,Singapore,141,11.07
8.218.146.204,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,89,11.06
8.219.235.164,8443,8443,TRUE,SIN,Asia Pacific,Singapore,89,11.06
8.219.101.138,2083,2083,TRUE,SIN,Asia Pacific,Singapore,68,11.06
47.74.49.62,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,243,11.06
47.236.15.73,2052,2052,FALSE,SIN,Asia Pacific,Singapore,17,11.05
47.74.5.99,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,149,11.05
8.218.52.115,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,45,11.05
47.245.52.165,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,202,11.05
47.74.27.211,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,84,11.05
47.245.42.162,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,179,11.05
47.74.13.239,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,87,11.04
47.245.34.36,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,82,11.04
8.222.159.252,2053,2053,TRUE,SIN,Asia Pacific,Singapore,137,11.04
47.245.54.140,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,186,11.04
47.245.54.140,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,88,11.04
8.219.210.64,2096,2096,TRUE,SIN,Asia Pacific,Singapore,146,11.04
47.245.30.144,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,131,11.04
47.74.16.67,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,81,11.04
8.219.248.47,80,80,FALSE,SIN,Asia Pacific,Singapore,9,11.04
47.74.22.171,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,85,11.04
47.245.30.144,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,163,11.04
8.209.222.31,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,76,11.03
47.245.62.84,80,80,FALSE,NRT,Asia Pacific,Tokyo,71,11.03
47.74.34.140,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,222,11.03
8.222.221.86,2096,2096,TRUE,SIN,Asia Pacific,Singapore,131,11.03
8.219.253.114,8443,8443,TRUE,SIN,Asia Pacific,Singapore,95,11.03
47.245.55.99,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,95,11.03
47.245.37.37,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,199,11.03
47.236.103.153,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,11.02
8.219.141.174,8443,8443,TRUE,SIN,Asia Pacific,Singapore,87,11.02
47.245.39.28,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,117,11.02
8.222.168.155,2053,2053,TRUE,SIN,Asia Pacific,Singapore,133,11.02
8.219.198.139,2087,2087,TRUE,SIN,Asia Pacific,Singapore,90,11.02
8.219.43.243,8443,8443,TRUE,SIN,Asia Pacific,Singapore,134,11.02
8.219.253.18,80,80,FALSE,SIN,Asia Pacific,Singapore,13,11.01
8.222.164.209,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,11.01
47.245.14.160,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,210,11.01
47.74.15.80,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,114,11.01
8.219.200.145,2087,2087,TRUE,SIN,Asia Pacific,Singapore,74,11.01
47.245.57.109,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,147,11
8.219.153.237,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,77,11
8.222.221.86,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,11
47.245.28.255,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,143,11
47.245.105.224,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,11
47.245.59.188,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,81,11
47.74.8.238,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,100,11
8.222.219.252,2096,2096,TRUE,SIN,Asia Pacific,Singapore,121,11
47.245.34.140,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,184,10.99
8.219.235.164,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,10.99
8.222.229.22,2087,2087,TRUE,SIN,Asia Pacific,Singapore,112,10.99
8.219.213.133,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,10.99
8.219.249.38,2087,2087,TRUE,SIN,Asia Pacific,Singapore,120,10.99
47.245.56.121,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,81,10.99
47.74.11.9,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,175,10.99
47.236.171.112,2096,2096,TRUE,SIN,Asia Pacific,Singapore,176,10.99
47.236.87.246,8080,8080,FALSE,SIN,Asia Pacific,Singapore,32,10.98
47.74.27.151,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,95,10.98
47.74.34.162,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,80,10.98
47.91.16.214,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,85,10.98
47.236.175.189,8443,8443,TRUE,SIN,Asia Pacific,Singapore,197,10.98
47.74.7.51,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,90,10.98
8.219.115.215,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,10.98
47.245.108.213,2095,2095,FALSE,SIN,Asia Pacific,Singapore,14,10.98
47.245.29.126,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,210,10.98
8.222.254.91,80,80,FALSE,SIN,Asia Pacific,Singapore,4,10.98
47.74.16.67,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,81,10.98
47.74.42.17,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,87,10.97
47.74.15.117,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,86,10.97
47.245.10.156,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,85,10.97
47.245.12.179,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,180,10.97
8.222.137.192,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,10.97
47.236.97.90,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,10.97
8.219.170.180,2053,2053,TRUE,SIN,Asia Pacific,Singapore,72,10.96
47.245.52.240,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,180,10.96
8.219.250.239,2083,2083,TRUE,SIN,Asia Pacific,Singapore,99,10.96
47.91.25.66,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,86,10.96
47.74.12.139,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,186,10.96
47.236.104.123,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,10.96
8.219.191.40,2053,2053,TRUE,SIN,Asia Pacific,Singapore,264,10.96
47.74.18.121,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,91,10.96
47.245.54.140,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,194,10.96
8.219.84.102,2083,2083,TRUE,SIN,Asia Pacific,Singapore,109,10.95
8.218.149.193,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,49,10.95
8.219.179.34,2083,2083,TRUE,SIN,Asia Pacific,Singapore,163,10.95
8.219.210.64,8443,8443,TRUE,SIN,Asia Pacific,Singapore,112,10.95
47.245.15.207,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,248,10.95
8.219.63.66,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,10.95
47.74.22.171,80,80,FALSE,NRT,Asia Pacific,Tokyo,84,10.95
47.236.169.15,2083,2083,TRUE,SIN,Asia Pacific,Singapore,72,10.95
8.219.228.193,2053,2053,TRUE,SIN,Asia Pacific,Singapore,106,10.95
8.218.143.10,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,82,10.95
8.218.149.193,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,100,10.95
8.219.186.189,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,10.95
8.219.113.232,2095,2095,FALSE,SIN,Asia Pacific,Singapore,14,10.94
47.245.26.167,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,87,10.94
8.222.146.222,8080,8080,FALSE,SIN,Asia Pacific,Singapore,31,10.94
8.219.201.174,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,10.94
8.219.253.18,2053,2053,TRUE,SIN,Asia Pacific,Singapore,126,10.94
8.218.8.142,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,41,10.94
47.245.10.123,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,83,10.94
8.219.70.117,8443,8443,TRUE,SIN,Asia Pacific,Singapore,60,10.94
8.219.42.72,2096,2096,TRUE,SIN,Asia Pacific,Singapore,149,10.93
47.236.114.167,2087,2087,TRUE,SIN,Asia Pacific,Singapore,77,10.93
47.91.19.249,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,93,10.93
8.219.220.122,8443,8443,TRUE,SIN,Asia Pacific,Singapore,93,10.93
8.219.174.213,80,80,FALSE,SIN,Asia Pacific,Singapore,6,10.93
47.245.56.207,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,107,10.93
8.219.170.180,2083,2083,TRUE,SIN,Asia Pacific,Singapore,36,10.92
8.219.122.55,2087,2087,TRUE,SIN,Asia Pacific,Singapore,99,10.92
47.236.75.113,2095,2095,FALSE,SIN,Asia Pacific,Singapore,31,10.92
8.219.83.201,80,80,FALSE,SIN,Asia Pacific,Singapore,5,10.92
8.219.89.201,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,10.92
47.74.22.171,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,94,10.92
8.219.12.152,443,443,TRUE,SIN,Asia Pacific,Singapore,111,10.92
8.219.249.38,2083,2083,TRUE,SIN,Asia Pacific,Singapore,129,10.92
8.219.170.180,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,10.92
8.219.248.47,2087,2087,TRUE,SIN,Asia Pacific,Singapore,141,10.92
8.222.210.182,2087,2087,TRUE,SIN,Asia Pacific,Singapore,124,10.92
47.236.71.226,2087,2087,TRUE,SIN,Asia Pacific,Singapore,56,10.92
8.219.193.22,443,443,TRUE,SIN,Asia Pacific,Singapore,99,10.92
47.74.15.80,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,77,10.92
8.219.134.63,2087,2087,TRUE,SIN,Asia Pacific,Singapore,91,10.91
8.219.121.24,2083,2083,TRUE,SIN,Asia Pacific,Singapore,125,10.91
47.245.41.84,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,80,10.91
47.236.10.100,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,10.91
47.245.4.219,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,143,10.91
8.219.58.64,2082,2082,FALSE,SIN,Asia Pacific,Singapore,7,10.91
47.243.86.79,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,44,10.91
8.222.215.228,2096,2096,TRUE,SIN,Asia Pacific,Singapore,151,10.91
8.219.209.14,8880,8880,FALSE,SIN,Asia Pacific,Singapore,38,10.9
47.236.97.90,80,80,FALSE,SIN,Asia Pacific,Singapore,51,10.9
8.219.58.64,2082,2082,FALSE,SIN,Asia Pacific,Singapore,7,10.9
8.219.202.130,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,10.9
8.219.51.211,8880,8880,FALSE,SIN,Asia Pacific,Singapore,14,10.9
8.222.129.32,80,80,FALSE,SIN,Asia Pacific,Singapore,10,10.9
47.245.2.231,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,223,10.9
8.222.164.44,2053,2053,TRUE,SIN,Asia Pacific,Singapore,103,10.9
8.219.114.201,8443,8443,TRUE,SIN,Asia Pacific,Singapore,80,10.89
8.219.99.8,2087,2087,TRUE,SIN,Asia Pacific,Singapore,64,10.89
47.236.114.167,2086,2086,FALSE,SIN,Asia Pacific,Singapore,35,10.89
8.219.65.191,2096,2096,TRUE,SIN,Asia Pacific,Singapore,157,10.89
8.219.251.81,2087,2087,TRUE,SIN,Asia Pacific,Singapore,137,10.89
47.245.55.235,80,80,FALSE,NRT,Asia Pacific,Tokyo,88,10.89
47.245.9.228,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,85,10.89
47.74.13.94,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,89,10.88
47.245.13.93,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,77,10.88
8.219.12.152,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,10.88
47.245.30.144,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,170,10.88
8.219.170.58,2087,2087,TRUE,SIN,Asia Pacific,Singapore,77,10.88
47.245.55.94,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,93,10.88
8.219.238.145,2082,2082,FALSE,SIN,Asia Pacific,Singapore,35,10.88
47.74.0.183,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,89,10.88
8.219.238.145,443,443,TRUE,SIN,Asia Pacific,Singapore,112,10.88
8.219.60.68,2095,2095,FALSE,SIN,Asia Pacific,Singapore,16,10.87
8.219.217.81,2087,2087,TRUE,SIN,Asia Pacific,Singapore,161,10.87
47.236.114.23,8080,8080,FALSE,SIN,Asia Pacific,Singapore,56,10.87
8.222.144.117,2053,2053,TRUE,SIN,Asia Pacific,Singapore,79,10.87
8.217.164.10,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,83,10.87
47.236.5.223,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,10.87
47.245.86.230,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,10.87
8.219.170.58,2053,2053,TRUE,SIN,Asia Pacific,Singapore,73,10.87
47.236.144.156,2086,2086,FALSE,SIN,Asia Pacific,Singapore,34,10.87
8.219.173.195,8443,8443,TRUE,SIN,Asia Pacific,Singapore,167,10.86
8.222.197.251,8443,8443,TRUE,SIN,Asia Pacific,Singapore,112,10.86
47.236.94.109,2096,2096,TRUE,SIN,Asia Pacific,Singapore,51,10.86
47.91.31.231,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,86,10.86
8.222.168.155,2095,2095,FALSE,SIN,Asia Pacific,Singapore,8,10.86
8.219.70.117,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,10.86
8.219.249.148,2096,2096,TRUE,SIN,Asia Pacific,Singapore,167,10.86
8.219.174.213,2096,2096,TRUE,SIN,Asia Pacific,Singapore,77,10.85
47.242.155.183,80,80,FALSE,HKG,Asia Pacific,Hong Kong,44,10.85
8.218.105.223,80,80,FALSE,HKG,Asia Pacific,Hong Kong,43,10.85
